net,length_um
cpuregs\[25\]\[2\],16.74
cpuregs\[18\]\[5\],16.725
_04244_,16.72
_05507_,16.72
cpuregs\[28\]\[30\],16.72
cpuregs\[7\]\[21\],16.72
_02524_,16.71
_02726_,16.7
_02756_,16.7
_03710_,16.7
cpuregs\[25\]\[18\],16.7
cpuregs\[7\]\[16\],16.7
cpuregs\[14\]\[20\],16.685
_05972_,16.68
cpuregs\[2\]\[4\],16.67
cpuregs\[14\]\[22\],16.665
_02892_,16.66
_04133_,16.64
_05949_,16.64
cpuregs\[11\]\[16\],16.64
mem_rdata_q\[18\],16.64
_03298_,16.62
_02432_,16.6
_06472_,16.6
_06806_,16.6
_06825_,16.58
cpuregs\[8\]\[8\],16.58
cpuregs\[6\]\[22\],16.565
_04114_,16.56
cpuregs\[15\]\[5\],16.56
mem_la_addr[10],16.53
_02904_,16.5
cpuregs\[31\]\[6\],16.5
cpuregs\[26\]\[26\],16.495
_02989_,16.48
_03984_,16.48
_06553_,16.48
_06979_,16.48
_07572_,16.48
cpuregs\[11\]\[27\],16.48
cpuregs\[16\]\[28\],16.48
cpuregs\[18\]\[19\],16.475
cpuregs\[14\]\[11\],16.465
_06153_,16.44
_06034_,16.42
_07153_,16.42
cpuregs\[19\]\[14\],16.42
_01762_,16.4
_07392_,16.4
reg_out\[7\],16.4
net143,16.39
_02120_,16.38
_02706_,16.38
_05115_,16.38
_07176_,16.36
cpuregs\[21\]\[27\],16.36
cpuregs\[28\]\[17\],16.36
reg_out\[0\],16.36
cpuregs\[15\]\[22\],16.35
_05964_,16.34
mem_wstrb[0],16.33
_04111_,16.32
_04157_,16.32
net1060,16.3
cpuregs\[14\]\[6\],16.285
_03092_,16.28
_02781_,16.26
cpuregs\[27\]\[11\],16.26
net64,16.26
cpuregs\[14\]\[16\],16.245
_06779_,16.24
cpuregs\[3\]\[18\],16.24
cpuregs\[8\]\[26\],16.24
_02791_,16.22
cpuregs\[30\]\[13\],16.22
net380,16.22
_04193_,16.215
_07253_,16.2
cpuregs\[23\]\[29\],16.2
cpuregs\[29\]\[20\],16.2
cpuregs\[30\]\[28\],16.2
reg_out\[5\],16.2
_02669_,16.185
_04230_,16.18
_07526_,16.18
cpuregs\[29\]\[31\],16.18
_06828_,16.175
_05717_,16.17
cpuregs\[18\]\[8\],16.17
cpuregs\[4\]\[24\],16.16
_06167_,16.15
_00005_,16.145
cpuregs\[2\]\[6\],16.145
_04444_,16.14
_04508_,16.14
_05547_,16.14
cpuregs\[16\]\[25\],16.14
cpuregs\[18\]\[21\],16.14
cpuregs\[19\]\[4\],16.14
cpuregs\[21\]\[22\],16.14
cpuregs\[23\]\[12\],16.14
net461,16.14
cpuregs\[10\]\[7\],16.125
cpuregs\[22\]\[21\],16.12
_02284_,16.1
_07535_,16.1
net1266,16.1
cpuregs\[30\]\[6\],16.085
_02364_,16.08
_05619_,16.08
_06005_,16.08
net288,16.08
net644,16.06
_03010_,16.04
net1532,16.04
cpuregs\[2\]\[0\],16.035
_02526_,16.02
_02625_,16.02
cpuregs\[0\]\[11\],16.02
cpuregs\[28\]\[3\],16.02
mem_la_addr[23],16.02
cpuregs\[18\]\[0\],16.005
_03760_,16
cpuregs\[22\]\[27\],16
cpuregs\[31\]\[31\],16
_02639_,15.99
_05364_,15.98
_06392_,15.98
_06633_,15.98
cpuregs\[15\]\[0\],15.98
_03920_,15.96
_04815_,15.96
_07536_,15.96
net1015,15.96
_02267_,15.94
_06294_,15.92
_07075_,15.92
cpuregs\[18\]\[27\],15.905
cpuregs\[29\]\[7\],15.9
_07424_,15.88
cpuregs\[1\]\[23\],15.88
cpuregs\[5\]\[21\],15.88
_05896_,15.86
_06169_,15.86
_06521_,15.86
count_instr\[9\],15.86
net57,15.86
_02982_,15.84
_03036_,15.84
cpuregs\[28\]\[25\],15.84
cpuregs\[7\]\[1\],15.84
mem_rdata_q\[9\],15.84
net1595,15.84
_04925_,15.82
cpuregs\[10\]\[6\],15.81
_02343_,15.8
_02893_,15.8
_03395_,15.8
_07242_,15.8
_04735_,15.78
cpuregs\[22\]\[9\],15.78
_01103_,15.765
_06522_,15.765
alu_out\[4\],15.765
cpuregs\[30\]\[26\],15.765
count_instr\[32\],15.76
_02954_,15.72
_04767_,15.72
_06126_,15.72
_06379_,15.72
count_instr\[15\],15.72
mem_rdata_q\[16\],15.72
_01343_,15.7
_06243_,15.7
_07267_,15.7
net230,15.7
_02913_,15.68
_05564_,15.68
_07027_,15.68
cpuregs\[15\]\[12\],15.68
net384,15.68
net1390,15.68
net1558,15.68
_06986_,15.66
_04084_,15.64
_04796_,15.64
cpuregs\[17\]\[25\],15.64
cpuregs\[25\]\[0\],15.64
cpuregs\[4\]\[21\],15.64
_03387_,15.6
_05820_,15.6
_06895_,15.6
net314,15.6
_02583_,15.58
_04833_,15.58
net1019,15.58
_03510_,15.56
_04174_,15.56
net1442,15.56
cpuregs\[22\]\[10\],15.55
_02328_,15.54
cpuregs\[6\]\[17\],15.525
cpuregs\[2\]\[12\],15.505
_03123_,15.5
_07129_,15.5
net1351,15.5
_01883_,15.48
_02878_,15.48
cpuregs\[30\]\[1\],15.48
_01581_,15.46
_03961_,15.46
_00463_,15.445
_04686_,15.44
cpuregs\[19\]\[8\],15.42
instr_addi,15.42
net434,15.42
_04000_,15.4
cpuregs\[24\]\[15\],15.4
cpuregs\[6\]\[2\],15.385
_05429_,15.38
_06023_,15.38
cpuregs\[22\]\[15\],15.38
cpuregs\[7\]\[6\],15.38
_04411_,15.375
_01102_,15.365
_02418_,15.36
_05887_,15.36
_05945_,15.36
cpuregs\[25\]\[26\],15.36
_05846_,15.35
_02943_,15.34
_04642_,15.34
cpuregs\[31\]\[19\],15.34
cpuregs\[9\]\[27\],15.34
cpuregs\[18\]\[10\],15.325
_02710_,15.32
cpuregs\[26\]\[3\],15.32
cpuregs\[27\]\[19\],15.32
cpuregs\[3\]\[17\],15.32
_01774_,15.3
_04759_,15.3
_04077_,15.28
_04548_,15.28
net467,15.28
net651,15.28
_03846_,15.26
_04408_,15.26
cpuregs\[19\]\[17\],15.26
cpuregs\[3\]\[29\],15.26
net63,15.26
net541,15.26
net1148,15.26
cpuregs\[11\]\[24\],15.24
cpuregs\[7\]\[5\],15.24
mem_la_addr[5],15.24
net1206,15.24
cpuregs\[18\]\[6\],15.235
alu_out\[2\],15.225
cpuregs\[22\]\[1\],15.225
_02419_,15.22
_03099_,15.22
cpuregs\[11\]\[25\],15.22
net1487,15.22
_03098_,15.2
_04874_,15.2
cpuregs\[7\]\[26\],15.2
decoded_rd\[2\],15.2
_02723_,15.18
_03077_,15.18
cpuregs\[20\]\[4\],15.18
cpuregs\[3\]\[1\],15.18
net985,15.18
net1339,15.18
_02436_,15.14
_06912_,15.14
_07551_,15.14
cpuregs\[24\]\[23\],15.14
mem_la_wdata[0],15.12
mem_la_wdata[16],15.12
mem_wdata[29],15.12
pcpi_rs2[30],15.12
_02995_,15.1
_04605_,15.1
_04884_,15.1
_07494_,15.1
net332,15.1
cpuregs\[30\]\[10\],15.09
cpuregs\[31\]\[10\],15.08
_00114_,15.065
_01297_,15.065
_03389_,15.06
_03954_,15.06
cpuregs\[23\]\[23\],15.06
cpuregs\[28\]\[27\],15.06
cpuregs\[9\]\[12\],15.06
net1340,15.04
_04055_,15.02
cpuregs\[17\]\[1\],15.02
cpuregs\[27\]\[20\],15.02
_02683_,15
_03902_,15
_07194_,15
count_cycle\[2\],15
net155,15
cpuregs\[27\]\[29\],14.98
cpuregs\[3\]\[20\],14.98
net535,14.97
_02976_,14.96
_04499_,14.96
cpuregs\[15\]\[20\],14.96
cpuregs\[1\]\[21\],14.94
net784,14.94
_04239_,14.92
_05853_,14.92
net328,14.92
_02391_,14.9
_02741_,14.88
_04006_,14.88
_06447_,14.88
alu_out_q\[4\],14.88
cpuregs\[8\]\[27\],14.88
cpuregs\[10\]\[31\],14.87
_03380_,14.86
_06956_,14.86
count_instr\[33\],14.86
cpuregs\[29\]\[13\],14.86
net379,14.86
cpuregs\[7\]\[13\],14.855
cpuregs\[6\]\[23\],14.845
_02017_,14.84
_03918_,14.84
_07169_,14.84
_04277_,14.82
_05783_,14.82
_05877_,14.82
cpuregs\[11\]\[13\],14.82
_01934_,14.8
net507,14.8
cpuregs\[18\]\[2\],14.79
net449,14.78
mem_la_wdata[10],14.77
_06337_,14.76
_06517_,14.76
_07522_,14.76
cpuregs\[11\]\[29\],14.76
cpuregs\[11\]\[8\],14.76
cpuregs\[20\]\[2\],14.76
net1461,14.76
_05973_,14.74
cpuregs\[2\]\[25\],14.725
_05865_,14.72
net491,14.72
_00454_,14.715
mem_wstrb[1],14.71
_04504_,14.7
cpuregs\[23\]\[7\],14.7
net1581,14.7
cpuregs\[22\]\[20\],14.685
_05925_,14.68
mem_la_wdata[15],14.68
pcpi_rs2[5],14.67
cpuregs\[6\]\[14\],14.665
_02950_,14.66
_04065_,14.66
_07207_,14.66
_05798_,14.655
_03101_,14.64
cpuregs\[27\]\[27\],14.64
cpuregs\[7\]\[7\],14.64
net361,14.64
net1110,14.64
mem_la_addr[6],14.63
cpuregs\[2\]\[29\],14.625
cpuregs\[23\]\[26\],14.6
cpuregs\[28\]\[28\],14.6
net1090,14.58
_02758_,14.56
net1602,14.56
cpuregs\[14\]\[27\],14.555
_07212_,14.54
pcpi_rs1[22],14.54
net391,14.54
net422,14.54
_03830_,14.52
_04391_,14.5
_04999_,14.5
_07500_,14.5
cpuregs\[31\]\[22\],14.5
cpuregs\[7\]\[14\],14.5
cpuregs\[26\]\[6\],14.495
_02795_,14.48
_04246_,14.48
cpuregs\[19\]\[2\],14.48
cpuregs\[23\]\[24\],14.48
_06198_,14.46
net544,14.46
net1026,14.46
_00682_,14.445
_05933_,14.445
cpuregs\[11\]\[2\],14.42
mem_rdata[9],14.42
cpuregs\[14\]\[12\],14.405
cpuregs\[6\]\[16\],14.405
_02246_,14.4
net932,14.4
_01106_,14.385
_02087_,14.38
_02731_,14.38
_06449_,14.38
cpuregs\[3\]\[11\],14.38
_02468_,14.36
cpuregs\[23\]\[13\],14.36
cpuregs\[27\]\[31\],14.36
net135,14.36
_05586_,14.34
cpuregs\[15\]\[30\],14.34
cpuregs\[22\]\[17\],14.34
cpuregs\[27\]\[8\],14.34
net296,14.34
net548,14.34
_02283_,14.32
_05854_,14.32
_07190_,14.32
_02671_,14.315
_02985_,14.3
_04664_,14.3
_07147_,14.3
net770,14.3
_01101_,14.295
_05409_,14.28
_07521_,14.28
cpuregs\[19\]\[27\],14.26
cpuregs\[29\]\[10\],14.26
cpuregs\[30\]\[17\],14.26
cpuregs\[0\]\[0\],14.255
_04670_,14.235
_03167_,14.22
_05715_,14.22
_06144_,14.22
_07336_,14.22
cpuregs\[15\]\[26\],14.22
cpuregs\[29\]\[26\],14.22
cpuregs\[31\]\[24\],14.22
mem_wdata[27],14.22
net59,14.22
net1151,14.22
net1433,14.22
cpuregs\[30\]\[24\],14.21
net299,14.2
net313,14.2
net1608,14.2
_05921_,14.18
cpuregs\[19\]\[1\],14.18
cpuregs\[21\]\[0\],14.18
cpuregs\[22\]\[11\],14.18
_05758_,14.16
_03711_,14.14
_05562_,14.14
cpuregs\[19\]\[16\],14.14
cpuregs\[23\]\[19\],14.14
cpuregs\[31\]\[15\],14.14
_02949_,14.1
_05836_,14.1
_01865_,14.08
_05214_,14.08
_05494_,14.08
_06433_,14.08
_04339_,14.06
_04377_,14.06
_05617_,14.06
net1569,14.06
net1635,14.06
_00116_,14.045
_04781_,14.04
net262,14.03
_00502_,14.025
_03838_,14.02
_04481_,14.02
_04594_,14.02
net1408,14.02
_00429_,14.005
_00311_,14
_02488_,14
_03026_,14
_03713_,14
_04130_,14
cpuregs\[27\]\[16\],14
cpuregs\[3\]\[4\],14
mem_rdata_q\[0\],14
net468,14
net605,14
cpuregs\[10\]\[17\],13.995
mem_addr[10],13.99
_06151_,13.98
mem_rdata[1],13.98
net668,13.98
_00769_,13.965
_01113_,13.96
cpuregs\[20\]\[9\],13.96
net522,13.96
_04178_,13.95
_02584_,13.94
_03408_,13.94
_04439_,13.94
_05506_,13.94
cpuregs\[3\]\[19\],13.94
cpuregs\[31\]\[8\],13.92
net410,13.92
net1510,13.92
_01924_,13.9
_06853_,13.9
reg_out\[23\],13.9
net885,13.9
cpuregs\[11\]\[12\],13.89
_06052_,13.88
net445,13.88
_04786_,13.86
net881,13.86
net938,13.86
_02668_,13.855
_00689_,13.845
_01072_,13.845
_04870_,13.84
_06176_,13.84
_07528_,13.82
cpuregs\[21\]\[4\],13.82
_03635_,13.8
cpuregs\[11\]\[0\],13.8
cpuregs\[21\]\[9\],13.8
cpuregs\[25\]\[30\],13.8
cpuregs\[29\]\[30\],13.8
_05532_,13.78
_06913_,13.78
net399,13.78
_01067_,13.765
_06778_,13.76
cpuregs\[22\]\[29\],13.76
cpuregs\[3\]\[26\],13.76
net1446,13.76
_02383_,13.74
_02574_,13.74
_02700_,13.74
net346,13.74
net321,13.74
net1131,13.74
_01024_,13.72
_05823_,13.72
_06404_,13.72
cpuregs\[31\]\[27\],13.72
_00975_,13.705
_05539_,13.7
cpuregs\[7\]\[23\],13.7
net1472,13.7
_05554_,13.69
net327,13.69
cpuregs\[13\]\[28\],13.68
cpuregs\[10\]\[9\],13.665
_00503_,13.645
_01916_,13.64
_04497_,13.64
net732,13.64
_03367_,13.62
_03520_,13.62
cpuregs\[15\]\[7\],13.62
_00806_,13.6
cpuregs\[29\]\[28\],13.6
_06089_,13.58
cpuregs\[11\]\[17\],13.58
mem_valid,13.57
reg_next_pc\[17\],13.56
net763,13.56
net1175,13.56
net1359,13.56
net1641,13.56
_01556_,13.54
_02739_,13.54
cpuregs\[20\]\[15\],13.54
mem_la_addr[18],13.54
_01901_,13.52
_05389_,13.52
_02884_,13.5
_03391_,13.5
_04699_,13.5
_04821_,13.5
_06850_,13.5
net661,13.5
net1079,13.5
net1661,13.5
_02004_,13.48
_04115_,13.48
_04687_,13.48
_05071_,13.48
_06188_,13.48
cpuregs\[27\]\[24\],13.48
pcpi_rs2[10],13.48
net163,13.48
cpuregs\[15\]\[2\],13.47
cpuregs\[2\]\[10\],13.465
_02504_,13.46
_02975_,13.46
_04943_,13.46
_05736_,13.46
net616,13.46
net1522,13.46
_04638_,13.44
_07131_,13.44
_03164_,13.42
_06051_,13.42
_06174_,13.42
net1202,13.42
net1361,13.42
_03137_,13.41
_05845_,13.4
net969,13.4
cpuregs\[14\]\[10\],13.385
_03194_,13.38
_03229_,13.38
_04888_,13.38
cpuregs\[13\]\[24\],13.38
cpuregs\[15\]\[9\],13.38
cpuregs\[31\]\[5\],13.38
cpuregs\[7\]\[11\],13.38
net1603,13.38
_02448_,13.36
_02553_,13.36
_06140_,13.36
_06660_,13.36
net161,13.36
_01105_,13.345
_03059_,13.34
_07456_,13.34
count_instr\[34\],13.34
cpuregs\[13\]\[18\],13.34
net1571,13.34
net1625,13.34
_00474_,13.325
_07092_,13.32
net335,13.32
_02194_,13.3
_03183_,13.3
_06862_,13.3
mem_addr[24],13.3
pcpi_rs1[14],13.3
_02724_,13.28
_07181_,13.28
reg_sh\[1\],13.28
_05346_,13.26
net655,13.26
net1004,13.26
_04263_,13.24
reg_out\[10\],13.24
net747,13.24
_02086_,13.22
cpuregs\[15\]\[3\],13.22
cpuregs\[21\]\[15\],13.22
cpuregs\[23\]\[6\],13.22
cpuregs\[27\]\[5\],13.22
net618,13.22
net1331,13.22
_00587_,13.205
_04105_,13.2
_04806_,13.2
_05883_,13.2
_00481_,13.185
_02225_,13.18
cpuregs\[31\]\[11\],13.18
_00910_,13.165
_03044_,13.16
_04743_,13.16
_05832_,13.16
_05910_,13.16
_06682_,13.16
_07119_,13.16
mem_wdata[10],13.16
net1101,13.16
cpuregs\[22\]\[30\],13.15
_03168_,13.14
_06105_,13.14
cpuregs\[27\]\[26\],13.14
cpuregs\[31\]\[28\],13.14
_00634_,13.125
cpuregs\[18\]\[11\],13.125
cpuregs\[6\]\[13\],13.125
_04045_,13.12
_06628_,13.12
count_instr\[41\],13.12
cpuregs\[23\]\[22\],13.12
cpuregs\[29\]\[25\],13.12
_05090_,13.1
_05970_,13.1
_06699_,13.1
cpuregs\[23\]\[20\],13.1
cpuregs\[9\]\[24\],13.1
cpuregs\[2\]\[26\],13.085
_04048_,13.08
_05368_,13.08
alu_out_q\[8\],13.08
net740,13.08
cpuregs\[6\]\[9\],13.065
_02931_,13.06
_02994_,13.06
cpuregs\[27\]\[22\],13.06
net165,13.06
_00660_,13.045
cpuregs\[14\]\[21\],13.045
_02253_,13.04
_04152_,13.04
_04756_,13.04
_05608_,13.04
_05852_,13.04
_06787_,13.04
net970,13.04
net1450,13.04
net1636,13.04
cpuregs\[18\]\[12\],13.03
_01198_,13.025
_01367_,13.025
_04805_,13.02
_05438_,13.02
_06047_,13.02
cpuregs\[7\]\[10\],13.02
_02399_,13
_02510_,13
_06780_,13
_02411_,12.98
_03008_,12.98
_07013_,12.98
_07052_,12.98
_01802_,12.96
_04500_,12.96
_06870_,12.96
_07405_,12.96
cpuregs\[23\]\[28\],12.96
cpuregs\[31\]\[17\],12.96
net35,12.96
net626,12.96
net905,12.96
net1574,12.96
_05522_,12.94
_05594_,12.94
_06458_,12.94
mem_wdata[1],12.94
_02837_,12.92
_02951_,12.92
_06734_,12.92
_07198_,12.92
net420,12.92
net1659,12.92
_02088_,12.9
_03130_,12.9
net694,12.9
_02649_,12.88
_06902_,12.88
_07241_,12.88
cpuregs\[11\]\[9\],12.88
cpuregs\[25\]\[3\],12.88
cpuregs\[3\]\[12\],12.88
cpuregs\[3\]\[16\],12.88
net440,12.88
_03243_,12.86
net807,12.86
net1435,12.86
_00631_,12.845
_02676_,12.84
_03018_,12.84
_04269_,12.84
_05126_,12.84
_00412_,12.825
_03187_,12.82
mem_addr[13],12.82
mem_la_wdata[27],12.82
mem_la_wdata[31],12.82
mem_la_wstrb[2],12.82
pcpi_rs1[12],12.82
pcpi_rs2[21],12.82
_05753_,12.815
_01587_,12.8
_02067_,12.8
_03904_,12.8
_04072_,12.8
net292,12.8
cpuregs\[1\]\[15\],12.78
net1367,12.78
_00158_,12.765
_01163_,12.76
_02398_,12.76
_05703_,12.76
_07124_,12.76
cpuregs\[31\]\[0\],12.76
net1319,12.76
pcpi_rs2[6],12.75
_02111_,12.74
_04816_,12.74
_05866_,12.74
_07263_,12.74
_00353_,12.72
_02465_,12.72
_04932_,12.72
_07025_,12.72
cpuregs\[22\]\[28\],12.72
pcpi_rs1[7],12.72
pcpi_rs2[2],12.72
net1349,12.72
_00107_,12.705
_01812_,12.7
_04314_,12.7
_04488_,12.7
_05316_,12.7
cpuregs\[3\]\[30\],12.7
net564,12.7
net983,12.7
cpuregs\[18\]\[30\],12.695
_05791_,12.69
_01715_,12.68
_02732_,12.68
_06148_,12.68
cpuregs\[7\]\[22\],12.68
net159,12.68
_00341_,12.665
_03160_,12.66
cpuregs\[27\]\[15\],12.66
cpuregs\[7\]\[4\],12.66
_00259_,12.655
cpuregs\[6\]\[7\],12.65
_00621_,12.645
_04545_,12.64
_04868_,12.64
_05320_,12.64
net1085,12.64
_06308_,12.62
alu_out_q\[30\],12.62
pcpi_rs1[19],12.62
reg_next_pc\[16\],12.62
net827,12.62
net1237,12.62
_05941_,12.615
_02611_,12.6
_06133_,12.58
mem_rdata_q\[2\],12.58
net403,12.58
net974,12.58
_03057_,12.56
_04753_,12.56
_06497_,12.56
count_instr\[19\],12.56
mem_la_addr[4],12.55
cpuregs\[14\]\[8\],12.545
_05940_,12.54
count_instr\[30\],12.54
net756,12.54
cpuregs\[31\]\[2\],12.535
_03111_,12.52
net627,12.52
net855,12.52
_01589_,12.5
_02293_,12.5
_05192_,12.5
_06859_,12.5
_06865_,12.5
net1318,12.5
net1611,12.5
net1616,12.5
_02484_,12.48
_02877_,12.48
_03019_,12.48
_03095_,12.48
net704,12.48
net1480,12.48
net1622,12.48
_00351_,12.465
_00651_,12.465
cpuregs\[6\]\[5\],12.465
_02702_,12.46
cpuregs\[1\]\[2\],12.46
instr_ori,12.46
net65,12.46
net1271,12.46
_00141_,12.445
cpuregs\[10\]\[4\],12.445
net1165,12.44
net1306,12.44
net1320,12.44
_02865_,12.42
_02959_,12.42
_06055_,12.42
cpuregs\[23\]\[27\],12.42
net888,12.42
_01585_,12.4
_04397_,12.4
_05806_,12.4
_07345_,12.4
net401,12.4
mem_wdata[14],12.39
_02784_,12.38
_03966_,12.38
_05837_,12.38
mem_rdata[14],12.38
_05967_,12.365
_04036_,12.36
_04155_,12.36
_05740_,12.36
_05983_,12.36
_07330_,12.36
net261,12.36
net274,12.36
net251,12.36
net256,12.36
net257,12.36
net284,12.36
net285,12.36
net302,12.36
net303,12.36
net307,12.36
net315,12.36
net289,12.36
pcpi_rs1[13],12.36
net330,12.36
net339,12.36
net344,12.36
net324,12.36
_04116_,12.34
_04492_,12.34
net738,12.34
_02689_,12.3
_03082_,12.3
_03090_,12.3
_04890_,12.3
_06630_,12.3
cpuregs\[9\]\[14\],12.3
_04563_,12.28
_05936_,12.28
_06796_,12.28
net1485,12.28
_04913_,12.26
_04923_,12.26
_06651_,12.26
net715,12.26
_01195_,12.24
_03370_,12.24
_04056_,12.24
_04839_,12.24
_04915_,12.24
_05282_,12.24
_05446_,12.24
_06230_,12.24
cpuregs\[11\]\[10\],12.24
_07391_,12.23
_03020_,12.22
_03143_,12.22
_05526_,12.22
cpuregs\[11\]\[23\],12.22
_00924_,12.205
_01095_,12.205
_05777_,12.2
cpuregs\[11\]\[11\],12.2
cpuregs\[11\]\[21\],12.2
cpuregs\[11\]\[4\],12.2
cpuregs\[25\]\[24\],12.2
cpuregs\[3\]\[8\],12.2
_01465_,12.185
mem_la_wdata[1],12.18
net1249,12.18
net1663,12.18
_00039_,12.165
_01612_,12.16
_04242_,12.16
_04771_,12.16
_05236_,12.16
_06411_,12.16
_06595_,12.16
_06731_,12.16
_07364_,12.16
net306,12.16
net485,12.16
net928,12.16
net1071,12.16
net1519,12.16
mem_addr[19],12.15
_00776_,12.145
_02978_,12.14
cpuregs\[6\]\[8\],12.125
_01107_,12.12
_02427_,12.12
_02543_,12.12
_03201_,12.12
_03400_,12.12
_04954_,12.12
_05500_,12.12
_06624_,12.12
_07304_,12.12
net1076,12.12
_02697_,12.1
_04736_,12.1
_05476_,12.1
cpuregs\[27\]\[30\],12.1
cpuregs\[10\]\[11\],12.085
_02735_,12.08
_03096_,12.08
_04457_,12.08
_06422_,12.08
_07506_,12.08
cpuregs\[28\]\[15\],12.08
reg_out\[6\],12.08
_00464_,12.06
_03240_,12.06
cpuregs\[30\]\[19\],12.06
_01108_,12.045
cpuregs\[10\]\[8\],12.045
_02090_,12.04
_03369_,12.04
_06094_,12.04
_06425_,12.04
_06984_,12.04
_07122_,12.04
net613,12.04
net669,12.04
net751,12.04
_05620_,12.02
_05999_,12.02
_06064_,12.02
net411,12.02
cpuregs\[22\]\[24\],12.005
cpuregs\[30\]\[22\],12.005
_05556_,12
_00795_,11.98
_05447_,11.98
_05632_,11.98
net858,11.98
net1276,11.98
_02817_,11.96
_05134_,11.96
_07077_,11.96
_07156_,11.96
cpuregs\[11\]\[28\],11.96
net1073,11.96
_01845_,11.94
net1167,11.94
net1598,11.94
_01966_,11.92
_03788_,11.92
_04729_,11.92
_05742_,11.92
mem_la_addr[12],11.92
mem_la_addr[26],11.92
pcpi_rs1[10],11.92
_02742_,11.9
_03193_,11.9
_06867_,11.9
pcpi_rs1[27],11.9
net343,11.9
net871,11.9
_04654_,11.88
_04941_,11.88
cpuregs\[1\]\[0\],11.88
net239,11.88
net1159,11.88
instr_or,11.865
_05906_,11.84
_06431_,11.84
cpuregs\[19\]\[0\],11.84
cpuregs\[20\]\[21\],11.84
cpuregs\[21\]\[20\],11.84
cpuregs\[3\]\[22\],11.84
_05830_,11.82
_06031_,11.82
_07000_,11.82
net1543,11.82
net1646,11.82
_01175_,11.805
_02540_,11.8
_03906_,11.8
_05265_,11.8
_06801_,11.8
net1041,11.8
_03392_,11.78
_04386_,11.78
_04443_,11.78
_04842_,11.78
_05472_,11.78
_05849_,11.78
cpuregs\[6\]\[18\],11.77
_02963_,11.76
_06075_,11.76
net769,11.76
net1610,11.76
_01119_,11.755
_07095_,11.75
_02070_,11.74
_02743_,11.74
_02961_,11.74
_03021_,11.74
_07137_,11.74
_04668_,11.72
_06812_,11.72
net1583,11.72
_00569_,11.705
_00787_,11.705
_01868_,11.7
_02542_,11.7
_03226_,11.7
_04522_,11.7
_04622_,11.7
_05716_,11.7
_06199_,11.7
_06340_,11.7
_06376_,11.7
_06834_,11.7
alu_out_q\[21\],11.7
pcpi_rs2[4],11.7
net663,11.7
_00650_,11.685
_01443_,11.685
_02168_,11.68
_03173_,11.68
_03781_,11.68
_05870_,11.68
net412,11.68
_01201_,11.675
_00731_,11.665
_04725_,11.66
_05938_,11.66
net479,11.66
cpuregs\[18\]\[22\],11.655
mem_addr[16],11.65
_00674_,11.645
_02928_,11.64
_03780_,11.64
_04832_,11.64
net1135,11.64
_02181_,11.63
_01920_,11.62
_03735_,11.62
_03925_,11.62
net1169,11.62
_01831_,11.6
_02730_,11.6
cpuregs\[10\]\[16\],11.585
_01735_,11.58
_02714_,11.58
_04922_,11.58
_07492_,11.58
net1106,11.58
net1621,11.58
_05105_,11.56
_05802_,11.56
_07316_,11.56
cpu_state\[6\],11.56
net721,11.56
net839,11.56
net1594,11.56
_02394_,11.54
_04709_,11.54
_04751_,11.54
_05898_,11.54
_06081_,11.54
cpuregs\[21\]\[17\],11.54
cpuregs\[8\]\[19\],11.54
net1308,11.54
net1403,11.54
net577,11.52
net657,11.52
_02983_,11.5
cpuregs\[18\]\[7\],11.49
_05553_,11.48
_05923_,11.48
_06117_,11.48
_06939_,11.48
net1305,11.48
cpuregs\[10\]\[18\],11.465
_04290_,11.46
_06328_,11.46
mem_la_addr[24],11.46
net1032,11.46
net1454,11.46
_00783_,11.445
_02314_,11.44
_02567_,11.44
cpuregs\[14\]\[29\],11.43
_00766_,11.425
_01686_,11.42
_02880_,11.42
_02916_,11.42
_02987_,11.42
_03504_,11.42
_05477_,11.42
net629,11.42
_02716_,11.4
_04171_,11.38
_04641_,11.38
_05874_,11.38
_05937_,11.38
_07505_,11.38
cpuregs\[7\]\[24\],11.38
_05387_,11.36
net439,11.36
net771,11.36
_03146_,11.34
_03272_,11.34
_05924_,11.34
_01127_,11.325
_01002_,11.32
_01821_,11.32
_02799_,11.32
net1149,11.32
_05738_,11.3
cpuregs\[13\]\[1\],11.3
cpuregs\[20\]\[31\],11.3
net428,11.3
_00480_,11.285
_07607_,11.285
_04367_,11.28
_04601_,11.28
_06129_,11.28
_06134_,11.28
_02093_,11.26
_02257_,11.26
_05385_,11.26
_06481_,11.26
pcpi_rs1[6],11.26
pcpi_rs1[8],11.26
pcpi_rs2[1],11.26
pcpi_rs2[29],11.26
_01142_,11.245
_01171_,11.245
_01709_,11.24
_03232_,11.24
_04287_,11.24
_04515_,11.24
_04731_,11.24
_04864_,11.24
_05759_,11.24
_06520_,11.24
_07087_,11.24
_07547_,11.24
mem_addr[23],11.24
mem_la_wdata[13],11.24
pcpi_rs2[9],11.24
net450,11.24
pcpi_rs2[7],11.23
_01377_,11.225
_04505_,11.22
_04911_,11.22
_06617_,11.22
cpuregs\[28\]\[5\],11.22
mem_addr[3],11.22
cpuregs\[27\]\[21\],11.21
_01583_,11.2
_02996_,11.2
_03701_,11.2
_04813_,11.2
_06250_,11.2
_07172_,11.2
_02102_,11.18
_02454_,11.18
_04921_,11.18
_05211_,11.18
_05423_,11.18
_05601_,11.18
cpuregs\[20\]\[30\],11.18
_04537_,11.175
_01482_,11.165
